id,car_name,yr_mfr,fuel_type,kms_run,sale_price,city,times_viewed,body_type,transmission,variant,assured_buy,registered_city,registered_state,is_hot,rto,source,make,model,car_availability,total_owners,broker_quote,original_price,car_rating,ad_created_on,fitness_certificate,emi_starts_from,booking_down_pymnt,reserved,warranty_avail
3880,ford focus,2006,hybrid,71835,2374607,hyderabad,23015,hatchback,manual,mid,False,bangalore,Telangana,True,KA03,owner,audi,civic,available,1,1689883,1158143.07,good,2020-06-10 15:00:00,False,22165,59334,True,False
3881,hyundai elantra,2011,petrol,7513,2914144,kolkata,21467,sedan,manual,mid,False,bangalore,Telangana,False,TN04,dealer,ford,corolla,available,1,1198340,4170289.47,average,2020-06-10 16:00:00,True,54890,190704,True,True
3882,nissan sentra,2021,petrol,70163,2577848,kolkata,24487,hatchback,manual,top,False,bangalore,West Bengal,False,WB05,dealer,bmw,sentra,sold,4,1804075,3842105.85,average,2020-06-10 17:00:00,True,77844,92779,False,False
3883,hyundai elantra,2020,electric,168876,156948,mumbai,228,convertible,automatic,top,False,chennai,West Bengal,False,DL02,owner,honda,sentra,available,1,804267,334528.21,good,2020-06-10 18:00:00,True,23054,219190,False,False
3884,ford focus,2009,hybrid,110380,2245771,delhi,26418,coupe,manual,top,False,chennai,Tamil Nadu,False,MH01,owner,nissan,sentra,sold,3,2110066,834937.71,great,2020-06-10 19:00:00,False,17118,288171,True,True
3885,honda civic,2019,electric,68551,187567,hyderabad,49265,coupe,automatic,premium,False,hyderabad,Tamil Nadu,False,DL02,auction,bmw,a4,available,2,1195916,791840.18,good,2020-06-10 20:00:00,False,49820,298797,False,False
3886,ford focus,2011,electric,196224,443977,bangalore,98527,SUV,manual,premium,True,chennai,Tamil Nadu,True,KA03,owner,audi,corolla,sold,4,1995293,2597681.93,average,2020-06-10 21:00:00,False,37165,266950,False,False
3887,toyota corolla,2010,petrol,132667,1346428,kolkata,4464,hatchback,manual,base,True,hyderabad,Tamil Nadu,False,DL02,auction,bmw,focus,sold,2,1144678,4987301.89,excellent,2020-06-10 22:00:00,False,8585,15571,True,True
3888,hyundai elantra,2019,electric,120604,371902,kolkata,75880,hatchback,automatic,mid,False,pune,Maharashtra,False,WB05,owner,nissan,corolla,sold,4,1700956,4200189.56,good,2020-06-10 23:00:00,False,52874,25523,False,True
3889,nissan sentra,2014,hybrid,83279,1282446,pune,46030,coupe,automatic,mid,False,hyderabad,West Bengal,True,DL02,auction,ford,sentra,sold,3,322327,368023.59,average,2020-06-11 00:00:00,True,74467,177417,False,True
3890,nissan sentra,2008,diesel,40306,2879773,pune,6352,coupe,automatic,mid,False,delhi,Delhi,False,MH01,dealer,audi,corolla,sold,3,574360,1454171.65,average,2020-06-11 01:00:00,False,47584,161820,False,True
3891,toyota corolla,2023,diesel,16657,822010,kolkata,24018,coupe,automatic,base,False,kolkata,Karnataka,False,DL02,dealer,honda,civic,available,1,1201835,1546899.38,average,2020-06-11 02:00:00,True,66860,190861,False,True
3892,honda civic,2014,hybrid,188950,2505672,kolkata,42648,sedan,automatic,premium,False,bangalore,Telangana,False,KA03,owner,ford,focus,sold,2,180493,1101356.98,good,2020-06-11 03:00:00,True,20952,273611,True,False
3893,ford focus,2016,diesel,139781,833737,mumbai,55990,SUV,manual,top,True,hyderabad,Karnataka,True,TN04,auction,audi,elantra,sold,4,1835633,4321361.46,average,2020-06-11 04:00:00,False,58239,78664,True,False
3894,nissan sentra,2013,electric,133644,1457240,mumbai,23232,SUV,manual,mid,True,kolkata,West Bengal,False,KA03,dealer,toyota,focus,available,1,169241,1782263.48,excellent,2020-06-11 05:00:00,False,64763,54051,True,False
3895,nissan sentra,2008,diesel,27295,926746,mumbai,40411,convertible,manual,mid,False,chennai,Maharashtra,True,TN04,dealer,hyundai,sentra,sold,3,1302967,984419.25,poor,2020-06-11 06:00:00,True,30731,245527,False,False
3896,ford focus,2008,diesel,95128,118649,chennai,24589,convertible,automatic,premium,False,hyderabad,West Bengal,False,WB05,owner,bmw,focus,sold,4,1626016,434315.81,good,2020-06-11 07:00:00,False,46064,263727,True,True
3897,hyundai elantra,2011,electric,151876,2972217,mumbai,56730,convertible,manual,base,False,delhi,Karnataka,True,TN04,dealer,audi,corolla,available,1,1337572,4388969.91,great,2020-06-11 08:00:00,True,8356,244290,False,True
3898,toyota corolla,2005,electric,177432,2718566,bangalore,77936,coupe,manual,mid,False,pune,Telangana,False,MH01,auction,ford,focus,sold,4,561051,1735352.22,good,2020-06-11 09:00:00,False,60352,114383,False,True
3899,toyota corolla,2016,hybrid,194560,2168053,delhi,46658,sedan,manual,mid,True,kolkata,West Bengal,True,TN04,auction,ford,a4,available,4,542658,2335688.92,poor,2020-06-11 10:00:00,False,14000,161480,True,False
3900,toyota corolla,2011,electric,177970,1575135,pune,67449,sedan,automatic,mid,False,bangalore,Delhi,False,TN04,dealer,bmw,elantra,available,3,1698345,3618192.5,excellent,2020-06-11 11:00:00,False,8027,266057,False,False
3901,toyota corolla,2006,diesel,9111,2774519,chennai,52119,convertible,manual,mid,True,chennai,West Bengal,True,TN04,owner,hyundai,focus,available,4,1141858,871291.59,excellent,2020-06-11 12:00:00,False,69008,182569,True,False
3902,toyota corolla,2018,hybrid,16193,2053226,pune,25146,SUV,manual,base,True,mumbai,Delhi,True,WB05,owner,bmw,corolla,available,4,1991818,4342435.83,great,2020-06-11 13:00:00,False,19752,88100,True,False
3903,honda civic,2006,diesel,197182,2517496,delhi,80857,convertible,automatic,base,False,delhi,Tamil Nadu,True,TS06,dealer,nissan,3-series,available,3,1170954,359465.12,excellent,2020-06-11 14:00:00,False,26576,189984,False,True
3904,toyota corolla,2019,diesel,14027,389514,mumbai,15893,SUV,automatic,premium,False,mumbai,Tamil Nadu,True,TN04,auction,honda,elantra,available,3,105111,2613500.11,average,2020-06-11 15:00:00,True,60254,163155,True,False
3905,hyundai elantra,2014,petrol,181775,2951463,pune,2460,sedan,automatic,mid,False,mumbai,Telangana,False,TN04,owner,audi,sentra,sold,2,2112139,2937189.62,excellent,2020-06-11 16:00:00,True,68338,42706,True,True
3906,toyota corolla,2006,diesel,163033,569811,hyderabad,11425,sedan,automatic,base,True,hyderabad,Telangana,True,TS06,dealer,ford,corolla,available,4,1756768,342817.32,great,2020-06-11 17:00:00,False,24281,44152,True,False
3907,hyundai elantra,2014,diesel,170744,2805913,kolkata,44040,SUV,automatic,mid,True,pune,West Bengal,False,KA03,dealer,honda,focus,sold,4,602677,2469641.46,excellent,2020-06-11 18:00:00,False,54725,232694,True,False
3908,hyundai elantra,2011,hybrid,11720,1569815,pune,66004,sedan,manual,base,True,bangalore,Tamil Nadu,False,DL02,owner,ford,civic,sold,2,440296,2050715.14,poor,2020-06-11 19:00:00,True,64342,156012,True,True
3909,hyundai elantra,2016,petrol,176612,611903,kolkata,20544,sedan,automatic,base,False,hyderabad,Tamil Nadu,False,DL02,auction,toyota,corolla,sold,2,1565280,336673.33,average,2020-06-11 20:00:00,False,37539,83784,False,False
3910,hyundai elantra,2009,petrol,86615,2186587,pune,95596,coupe,automatic,premium,False,bangalore,West Bengal,True,TN04,dealer,audi,civic,sold,2,99037,2194228.61,great,2020-06-11 21:00:00,False,42253,60660,False,False
3911,honda civic,2006,diesel,161576,545210,hyderabad,56853,coupe,manual,top,True,bangalore,Delhi,False,WB05,owner,bmw,civic,available,4,1746265,2661757.48,good,2020-06-11 22:00:00,False,69677,120490,True,True
3912,ford focus,2015,electric,144276,155288,pune,29678,coupe,automatic,premium,False,delhi,Karnataka,True,TN04,dealer,bmw,a4,available,2,1850577,4245461.71,excellent,2020-06-11 23:00:00,True,79177,191759,False,False
3913,honda civic,2021,diesel,107394,1437982,kolkata,31879,sedan,manual,base,False,bangalore,Karnataka,True,TN04,owner,honda,elantra,available,3,148873,2513007.07,good,2020-06-12 00:00:00,True,28908,256850,True,True
3914,hyundai elantra,2015,hybrid,197499,1918277,hyderabad,8906,sedan,automatic,top,False,delhi,West Bengal,True,KA03,auction,nissan,corolla,sold,3,339412,3599379.18,poor,2020-06-12 01:00:00,True,16732,182318,True,True
3915,nissan sentra,2013,petrol,40217,1446616,hyderabad,9072,SUV,manual,base,False,pune,Karnataka,False,TN04,owner,bmw,elantra,available,2,377740,4695697.1,poor,2020-06-12 02:00:00,True,32901,62528,True,True
3916,toyota corolla,2011,diesel,165370,511620,chennai,49964,coupe,automatic,mid,True,kolkata,Telangana,False,TN04,auction,audi,focus,available,1,2343688,1028363.9,average,2020-06-12 03:00:00,True,20251,193878,False,False
3917,toyota corolla,2014,hybrid,45838,1373967,pune,65494,sedan,manual,mid,True,pune,Maharashtra,False,MH01,dealer,audi,civic,sold,2,537668,4630145.38,poor,2020-06-12 04:00:00,False,32515,121705,True,True
3918,honda civic,2019,diesel,56049,1846894,kolkata,61807,hatchback,manual,premium,True,mumbai,West Bengal,False,TN04,dealer,audi,civic,available,4,1446789,3914230.3,great,2020-06-12 05:00:00,True,55663,122302,False,True
3919,toyota corolla,2023,hybrid,97174,1861722,bangalore,74741,hatchback,automatic,base,True,pune,Maharashtra,False,MH01,owner,honda,civic,available,3,985210,2607707.58,good,2020-06-12 06:00:00,False,70699,19649,False,True
3920,toyota corolla,2018,hybrid,52088,2154181,hyderabad,9147,SUV,automatic,top,True,bangalore,Maharashtra,True,TS06,owner,honda,3-series,available,3,2024795,1646387.51,excellent,2020-06-12 07:00:00,True,6474,79465,True,False
3921,toyota corolla,2017,diesel,190483,2784730,delhi,37722,convertible,manual,premium,False,bangalore,Delhi,True,MH01,auction,honda,sentra,sold,1,1195861,584943.4,great,2020-06-12 08:00:00,False,20888,36222,False,True
3922,ford focus,2008,petrol,104487,1376283,pune,77872,coupe,manual,mid,True,mumbai,West Bengal,True,WB05,dealer,toyota,sentra,sold,4,1957520,2270364.4,good,2020-06-12 09:00:00,True,50887,46244,True,False
3923,ford focus,2014,electric,129137,1140328,chennai,9883,SUV,manual,base,False,hyderabad,Tamil Nadu,True,DL02,auction,nissan,civic,available,1,621928,1701820.92,good,2020-06-12 10:00:00,False,76246,78624,True,True
3924,hyundai elantra,2006,electric,52064,168394,chennai,4603,convertible,manual,mid,True,pune,Telangana,True,KA03,dealer,bmw,civic,available,2,994598,2802689.22,average,2020-06-12 11:00:00,False,70081,253695,False,True
3925,honda civic,2006,petrol,192372,1485710,mumbai,15085,coupe,manual,premium,False,pune,Delhi,True,KA03,dealer,hyundai,a4,sold,1,2388298,4708664.29,excellent,2020-06-12 12:00:00,False,39939,158254,True,False
3926,ford focus,2007,petrol,32880,1957755,chennai,77704,sedan,manual,top,True,pune,West Bengal,False,TS06,auction,audi,elantra,sold,2,943540,2483683.88,excellent,2020-06-12 13:00:00,True,69600,213031,True,True
3927,nissan sentra,2012,electric,146110,1237850,mumbai,22687,convertible,automatic,premium,True,bangalore,West Bengal,False,MH01,auction,toyota,a4,sold,4,660498,2217146.47,great,2020-06-12 14:00:00,False,55421,124831,True,True
3928,nissan sentra,2015,petrol,169170,2789283,kolkata,90783,convertible,manual,premium,False,mumbai,Karnataka,True,MH01,dealer,bmw,3-series,available,1,682156,4549087.57,excellent,2020-06-12 15:00:00,False,59920,235538,False,True
3929,ford focus,2020,diesel,122556,1836640,bangalore,42047,coupe,manual,base,True,bangalore,West Bengal,False,TN04,dealer,hyundai,civic,available,3,1633191,665100.96,average,2020-06-12 16:00:00,True,14398,169910,False,False
3930,hyundai elantra,2007,diesel,82915,652039,delhi,57103,convertible,automatic,base,False,bangalore,Tamil Nadu,True,MH01,owner,honda,a4,available,2,1848743,4642013.71,good,2020-06-12 17:00:00,False,10031,291852,True,True
3931,toyota corolla,2012,hybrid,42616,2399546,mumbai,36079,convertible,automatic,base,True,hyderabad,West Bengal,True,MH01,auction,hyundai,3-series,sold,4,1258102,569200.43,average,2020-06-12 18:00:00,True,54009,56752,True,False
3932,nissan sentra,2023,diesel,135648,1501292,pune,8790,sedan,automatic,premium,True,pune,Tamil Nadu,False,KA03,auction,hyundai,3-series,available,2,2100183,4556170.83,excellent,2020-06-12 19:00:00,False,73097,179606,True,True
3933,honda civic,2008,electric,136821,719791,hyderabad,44189,hatchback,automatic,base,False,hyderabad,Telangana,True,DL02,dealer,hyundai,3-series,available,1,933435,4272629.87,poor,2020-06-12 20:00:00,False,61608,297374,False,True
3934,honda civic,2007,diesel,101972,269416,pune,62559,SUV,automatic,mid,False,bangalore,Delhi,False,TS06,auction,nissan,corolla,available,3,932067,3178661.68,great,2020-06-12 21:00:00,False,70482,45691,True,False
3935,honda civic,2018,diesel,164044,1433885,delhi,53936,convertible,manual,premium,False,hyderabad,West Bengal,True,DL02,auction,audi,3-series,sold,3,1471247,2396443.47,average,2020-06-12 22:00:00,True,63455,233774,True,False
3936,hyundai elantra,2022,electric,155611,1909633,pune,75920,hatchback,automatic,mid,False,kolkata,Karnataka,True,WB05,dealer,honda,corolla,sold,2,1883774,4592991.83,great,2020-06-12 23:00:00,True,58131,55906,False,False
3937,honda civic,2014,electric,68832,872957,chennai,8379,convertible,automatic,mid,True,mumbai,Karnataka,True,TN04,owner,honda,a4,sold,2,1773582,2815426.69,average,2020-06-13 00:00:00,True,78681,90298,True,False
3938,honda civic,2012,electric,96361,2239679,hyderabad,21830,sedan,manual,mid,False,kolkata,Karnataka,False,DL02,owner,honda,civic,available,2,2371638,3693023.48,excellent,2020-06-13 01:00:00,True,35554,254798,True,False
3939,honda civic,2005,diesel,174703,2558731,pune,75284,sedan,automatic,base,True,kolkata,Telangana,True,MH01,auction,toyota,civic,sold,2,1600077,4828614.69,good,2020-06-13 02:00:00,False,21336,223061,True,False
3940,honda civic,2007,hybrid,67451,1309903,mumbai,18072,coupe,automatic,premium,False,hyderabad,Tamil Nadu,True,TS06,dealer,honda,sentra,available,2,2188922,1568699.26,average,2020-06-13 03:00:00,True,36251,140421,False,False
3941,toyota corolla,2022,electric,167608,1014461,chennai,91783,hatchback,automatic,premium,False,mumbai,Tamil Nadu,True,KA03,dealer,bmw,corolla,available,2,2475487,389664.44,average,2020-06-13 04:00:00,True,26176,59994,False,True
3942,hyundai elantra,2022,electric,73629,1641371,bangalore,39186,hatchback,manual,top,True,chennai,Karnataka,True,DL02,dealer,toyota,sentra,sold,2,1163511,2062344.8,good,2020-06-13 05:00:00,True,24559,32687,False,True
3943,ford focus,2009,diesel,98620,2166112,delhi,75026,coupe,manual,base,False,kolkata,Delhi,False,MH01,dealer,audi,3-series,available,1,1175408,2954524.0,good,2020-06-13 06:00:00,True,43469,142735,True,False
3944,toyota corolla,2008,hybrid,176473,2527360,bangalore,69167,SUV,manual,base,True,bangalore,Telangana,False,MH01,dealer,toyota,sentra,sold,2,1491840,4607404.0,average,2020-06-13 07:00:00,True,61413,164710,True,True
3945,hyundai elantra,2022,diesel,140695,1759329,delhi,1486,hatchback,manual,top,False,chennai,West Bengal,False,WB05,dealer,bmw,sentra,sold,3,225611,4752160.0,average,2020-06-13 08:00:00,True,58761,29479,True,True
3946,hyundai elantra,2018,electric,14987,2775209,hyderabad,5469,sedan,manual,top,False,bangalore,Telangana,False,TS06,auction,bmw,corolla,sold,2,2319341,3945373.31,average,2020-06-13 09:00:00,True,78176,103796,True,True
3947,hyundai elantra,2012,hybrid,55058,1388744,bangalore,791,convertible,automatic,premium,False,bangalore,Tamil Nadu,True,TS06,owner,ford,3-series,sold,4,481840,1262525.46,great,2020-06-13 10:00:00,True,69516,50200,False,True
3948,toyota corolla,2005,petrol,100382,504787,mumbai,39237,convertible,manual,base,True,kolkata,Delhi,False,TS06,owner,audi,3-series,available,2,1778762,2404256.74,good,2020-06-13 11:00:00,False,63694,252709,True,True
3949,nissan sentra,2007,electric,40531,362779,bangalore,8959,coupe,automatic,mid,False,mumbai,Maharashtra,False,DL02,auction,honda,sentra,available,4,555002,4980082.73,good,2020-06-13 12:00:00,True,12612,163740,False,True
3950,toyota corolla,2005,hybrid,50306,2422887,hyderabad,67944,convertible,automatic,premium,False,chennai,Tamil Nadu,False,MH01,owner,toyota,focus,available,4,659560,2713530.35,poor,2020-06-13 13:00:00,True,25658,272840,False,True
3951,ford focus,2014,electric,85682,654606,bangalore,27245,sedan,automatic,top,False,pune,Tamil Nadu,True,DL02,dealer,toyota,3-series,sold,1,2200788,1801632.4,poor,2020-06-13 14:00:00,False,71860,15295,False,True
3952,honda civic,2011,petrol,98311,2749096,hyderabad,79853,convertible,automatic,premium,True,bangalore,Delhi,True,TN04,dealer,honda,focus,available,3,2084704,1531944.17,poor,2020-06-13 15:00:00,False,71141,136348,True,False
3953,ford focus,2017,hybrid,192477,127311,kolkata,11233,convertible,manual,base,False,kolkata,Delhi,True,KA03,owner,ford,3-series,sold,1,406508,1396537.71,excellent,2020-06-13 16:00:00,True,73327,135969,False,False
3954,hyundai elantra,2018,petrol,100248,1961128,hyderabad,45538,sedan,manual,top,True,hyderabad,Maharashtra,True,DL02,auction,audi,civic,available,3,661856,3519182.93,good,2020-06-13 17:00:00,False,42211,25587,True,True
3955,nissan sentra,2011,diesel,70929,2233368,hyderabad,41987,hatchback,automatic,top,True,bangalore,West Bengal,False,KA03,auction,nissan,civic,available,2,2127287,1896561.68,poor,2020-06-13 18:00:00,False,74206,220540,True,False
3956,toyota corolla,2020,electric,77555,1050207,kolkata,6791,coupe,manual,premium,True,bangalore,West Bengal,False,KA03,dealer,honda,civic,sold,4,1730665,589707.19,average,2020-06-13 19:00:00,False,21497,56527,False,True
3957,toyota corolla,2022,diesel,55973,2572298,hyderabad,9469,coupe,automatic,mid,True,kolkata,Delhi,False,MH01,auction,audi,civic,sold,4,2192440,3667441.31,great,2020-06-13 20:00:00,False,59879,34417,False,False
3958,toyota corolla,2009,petrol,36728,114449,kolkata,35143,hatchback,automatic,top,False,hyderabad,Maharashtra,True,TS06,owner,honda,civic,sold,1,1292942,4091947.7,average,2020-06-13 21:00:00,False,16528,136046,True,True
3959,hyundai elantra,2006,hybrid,150756,2982677,mumbai,2737,convertible,automatic,base,True,hyderabad,Telangana,True,KA03,owner,hyundai,3-series,available,1,122270,421715.9,good,2020-06-13 22:00:00,True,69587,88331,True,False
3960,toyota corolla,2008,petrol,44099,2703683,pune,75276,SUV,manual,premium,False,mumbai,Delhi,False,KA03,auction,honda,focus,available,4,1888369,4843218.71,average,2020-06-13 23:00:00,False,25374,206330,True,False
3961,hyundai elantra,2018,hybrid,123045,341737,bangalore,32522,SUV,manual,top,False,mumbai,West Bengal,True,TS06,owner,audi,focus,sold,2,1940250,726724.41,great,2020-06-14 00:00:00,False,42309,250411,False,False
3962,toyota corolla,2005,hybrid,114476,1339133,mumbai,44380,sedan,automatic,premium,False,delhi,Karnataka,True,DL02,auction,nissan,sentra,sold,3,375640,1706336.66,good,2020-06-14 01:00:00,False,31057,264947,False,False
3963,honda civic,2019,electric,142266,305045,pune,84334,SUV,automatic,premium,True,bangalore,Delhi,False,DL02,dealer,bmw,sentra,available,3,597125,3090281.2,great,2020-06-14 02:00:00,False,31892,288834,True,True
3964,toyota corolla,2014,petrol,88313,1449691,mumbai,86842,SUV,automatic,top,False,bangalore,Delhi,False,TS06,dealer,bmw,elantra,available,1,703443,1826351.14,poor,2020-06-14 03:00:00,False,57135,291364,False,False
3965,toyota corolla,2021,hybrid,102973,199048,kolkata,20354,coupe,automatic,premium,True,hyderabad,West Bengal,False,TS06,dealer,hyundai,focus,sold,3,271347,825799.42,poor,2020-06-14 04:00:00,False,37554,268955,False,False
3966,nissan sentra,2005,hybrid,152141,2327970,pune,97005,coupe,automatic,mid,True,chennai,Delhi,False,KA03,auction,audi,civic,sold,4,779226,3520281.55,good,2020-06-14 05:00:00,True,69265,185413,True,True
3967,hyundai elantra,2013,diesel,142977,1113811,bangalore,86575,hatchback,manual,top,True,pune,Karnataka,True,MH01,dealer,hyundai,elantra,available,2,1717176,3548427.63,great,2020-06-14 06:00:00,False,60865,200859,False,False
3968,hyundai elantra,2018,hybrid,166246,1338283,mumbai,13548,coupe,manual,base,False,pune,Delhi,False,TS06,owner,hyundai,3-series,available,4,552830,1587280.63,excellent,2020-06-14 07:00:00,True,72127,199400,False,False
3969,nissan sentra,2014,diesel,11474,1639713,chennai,87337,SUV,automatic,premium,False,mumbai,Maharashtra,True,DL02,dealer,audi,corolla,sold,4,361925,522641.79,average,2020-06-14 08:00:00,False,43439,275838,True,True
3970,hyundai elantra,2013,hybrid,45303,634635,hyderabad,35699,convertible,automatic,top,True,pune,Delhi,True,DL02,auction,toyota,sentra,available,3,1471873,495885.47,good,2020-06-14 09:00:00,False,69605,209315,False,True
3971,ford focus,2006,diesel,130950,2845382,mumbai,97201,SUV,automatic,base,True,chennai,Telangana,False,KA03,auction,hyundai,3-series,available,3,1400558,3623671.78,poor,2020-06-14 10:00:00,True,8235,140878,True,True
3972,ford focus,2005,electric,139487,1265357,kolkata,8394,coupe,manual,premium,True,mumbai,Karnataka,False,MH01,auction,hyundai,civic,available,2,2170825,3347701.85,great,2020-06-14 11:00:00,False,64368,230516,True,True
3973,nissan sentra,2021,hybrid,7091,1757257,chennai,86029,SUV,automatic,mid,True,kolkata,Maharashtra,True,MH01,dealer,bmw,corolla,sold,2,2100915,983616.63,average,2020-06-14 12:00:00,True,10791,39956,False,True
3974,nissan sentra,2009,diesel,59748,1064388,pune,44793,hatchback,manual,premium,True,pune,Telangana,True,TN04,owner,toyota,a4,available,2,543507,2893883.4,poor,2020-06-14 13:00:00,True,28963,60770,True,True
3975,toyota corolla,2014,petrol,8272,785653,pune,60731,hatchback,automatic,mid,False,mumbai,Maharashtra,False,WB05,dealer,nissan,sentra,available,1,2042952,2853041.08,good,2020-06-14 14:00:00,False,40028,267708,False,False
3976,toyota corolla,2012,petrol,59129,1605883,pune,98211,sedan,manual,top,True,kolkata,Telangana,True,WB05,dealer,ford,elantra,sold,2,1144043,3664961.83,poor,2020-06-14 15:00:00,True,68209,156387,True,False
3977,hyundai elantra,2023,electric,51810,1150370,delhi,89476,hatchback,manual,mid,True,delhi,Delhi,False,MH01,dealer,hyundai,corolla,sold,1,869256,551066.83,great,2020-06-14 16:00:00,False,43661,86616,True,True
3978,hyundai elantra,2015,petrol,91377,694556,bangalore,64017,SUV,manual,premium,False,bangalore,Maharashtra,False,TS06,dealer,toyota,civic,sold,4,1633713,3608676.06,great,2020-06-14 17:00:00,False,16803,256921,True,True
3979,nissan sentra,2010,petrol,162245,660972,kolkata,78171,coupe,automatic,premium,True,mumbai,West Bengal,True,DL02,auction,audi,a4,available,1,1499033,2292700.79,excellent,2020-06-14 18:00:00,False,45735,289034,True,True
3980,nissan sentra,2018,petrol,198519,954230,delhi,71295,coupe,automatic,top,True,hyderabad,Delhi,False,TS06,owner,audi,elantra,sold,4,1917100,3968659.99,great,2020-06-14 19:00:00,True,74930,111036,True,False
3981,nissan sentra,2022,hybrid,130025,2739818,pune,11455,coupe,manual,top,False,chennai,Delhi,False,KA03,auction,bmw,focus,available,1,1116563,960127.13,great,2020-06-14 20:00:00,False,69434,74109,False,True
3982,nissan sentra,2009,hybrid,78561,495885,chennai,52606,sedan,manual,mid,False,kolkata,West Bengal,False,TS06,auction,ford,sentra,available,4,709257,4830276.72,average,2020-06-14 21:00:00,False,10146,108231,False,True
3983,hyundai elantra,2010,diesel,32874,1934502,bangalore,64346,hatchback,manual,top,False,mumbai,Karnataka,True,TN04,owner,toyota,3-series,sold,3,1540623,2440851.55,good,2020-06-14 22:00:00,True,13564,212867,False,True
3984,ford focus,2020,petrol,197584,540681,mumbai,48879,coupe,automatic,mid,True,mumbai,Karnataka,False,WB05,owner,bmw,elantra,available,1,1800988,1396266.13,good,2020-06-14 23:00:00,True,43379,55763,False,True
3985,honda civic,2010,petrol,59515,1394192,pune,72882,convertible,automatic,premium,False,mumbai,West Bengal,True,TN04,dealer,honda,3-series,sold,2,997375,1225570.04,poor,2020-06-15 00:00:00,True,74069,220811,False,False
3986,honda civic,2013,diesel,98249,1621171,pune,68827,convertible,manual,base,True,chennai,Telangana,True,TS06,auction,nissan,civic,sold,1,1056380,1128213.2,good,2020-06-15 01:00:00,True,55737,181955,False,True
3987,hyundai elantra,2014,hybrid,32438,1425988,kolkata,50902,SUV,automatic,mid,False,bangalore,West Bengal,False,DL02,auction,audi,corolla,available,2,1837373,2697054.92,excellent,2020-06-15 02:00:00,False,40178,139964,True,True
3988,honda civic,2011,electric,68788,1518265,delhi,24395,convertible,automatic,mid,False,mumbai,Telangana,False,DL02,auction,audi,corolla,sold,2,647617,3426158.82,excellent,2020-06-15 03:00:00,False,39177,164057,False,True
3989,hyundai elantra,2009,electric,128142,727202,delhi,77452,convertible,manual,base,True,bangalore,Karnataka,True,TS06,dealer,nissan,corolla,available,1,892634,4954569.99,average,2020-06-15 04:00:00,True,51219,129671,False,True
3990,nissan sentra,2011,diesel,107070,2433229,mumbai,18750,sedan,automatic,top,True,pune,Delhi,True,TN04,dealer,audi,corolla,sold,3,2115440,2734484.1,good,2020-06-15 05:00:00,True,29598,89541,True,True
3991,hyundai elantra,2010,hybrid,126752,556550,chennai,97076,coupe,automatic,premium,True,chennai,Delhi,True,KA03,owner,bmw,focus,sold,1,2389252,3579300.23,poor,2020-06-15 06:00:00,True,7780,21760,True,True
3992,nissan sentra,2018,hybrid,91530,2985845,kolkata,60942,hatchback,automatic,base,False,hyderabad,Tamil Nadu,False,WB05,owner,nissan,civic,sold,4,315086,1131631.82,poor,2020-06-15 07:00:00,False,30729,127246,False,True
3993,honda civic,2020,petrol,68700,1377746,bangalore,72125,sedan,manual,base,True,hyderabad,Tamil Nadu,True,TS06,owner,honda,focus,sold,3,1637495,3934762.31,good,2020-06-15 08:00:00,True,19827,23326,True,False
3994,nissan sentra,2022,diesel,71094,2555661,delhi,90767,SUV,automatic,mid,False,mumbai,Karnataka,False,TN04,auction,nissan,focus,available,2,2213846,2836182.49,excellent,2020-06-15 09:00:00,True,18162,278342,False,True
3995,ford focus,2016,electric,46895,1935204,chennai,99591,convertible,automatic,mid,True,kolkata,Telangana,False,TS06,owner,ford,elantra,available,3,979754,1393996.12,excellent,2020-06-15 10:00:00,False,62223,69260,True,False
3996,ford focus,2022,electric,174001,1690363,pune,95036,convertible,automatic,base,False,chennai,Telangana,True,TS06,dealer,hyundai,a4,sold,4,2163156,2155925.39,good,2020-06-15 11:00:00,True,46042,226071,False,False
3997,nissan sentra,2007,hybrid,172859,1271571,mumbai,92530,SUV,automatic,premium,True,kolkata,Delhi,True,TS06,owner,honda,3-series,available,2,370510,463163.24,good,2020-06-15 12:00:00,False,60890,202266,False,False
3998,nissan sentra,2022,diesel,46914,2263865,bangalore,13310,sedan,manual,base,True,bangalore,Tamil Nadu,False,WB05,owner,toyota,civic,available,2,1560125,2754373.25,good,2020-06-15 13:00:00,True,72272,40205,True,True
3999,hyundai elantra,2008,hybrid,143772,1772217,chennai,31530,convertible,manual,mid,True,hyderabad,Karnataka,False,TN04,auction,honda,sentra,available,4,1652093,4195101.82,average,2020-06-15 14:00:00,False,47424,242040,False,False
4000,honda civic,2011,petrol,151586,2867682,bangalore,83560,sedan,automatic,mid,True,hyderabad,Tamil Nadu,True,WB05,dealer,bmw,a4,sold,1,752384,903365.45,excellent,2020-06-15 15:00:00,True,52379,265141,False,False
4001,toyota corolla,2006,diesel,50417,454016,bangalore,47663,convertible,manual,base,False,pune,Maharashtra,False,WB05,owner,toyota,focus,available,4,817637,1633991.08,excellent,2020-06-15 16:00:00,True,79508,116631,True,False
4002,toyota corolla,2011,electric,85146,2458272,chennai,90780,SUV,automatic,premium,True,pune,West Bengal,True,TN04,owner,bmw,civic,available,4,709365,1719890.42,good,2020-06-15 17:00:00,False,57219,208845,False,False
